"","ccle_id","ADAR_RPPA","AKT1S1_RPPA","ANXA1_RPPA","ANXA7_RPPA","ASNS_RPPA","ATM_RPPA","BAD_RPPA","BAP1_RPPA","BAX_RPPA","BCL2_RPPA","BCL2L1_RPPA","BCL2L11_RPPA","BRAF_RPPA","C12orf5_RPPA","CAV1_RPPA","CCNB1_RPPA","CCND1_RPPA","CCNE1_RPPA","CDH1_RPPA","CDH2_RPPA","ADAR_dependency","AKT1S1_dependency","ANXA1_dependency","ANXA7_dependency","ASNS_dependency","ATM_dependency","BAD_dependency","BAP1_dependency","BAX_dependency","BCL2_dependency","BCL2L1_dependency","BCL2L11_dependency","BRAF_dependency","C12orf5_dependency","CAV1_dependency","CCNB1_dependency","CCND1_dependency","CCNE1_dependency","CDH1_dependency","CDH2_dependency"
"11","8305C_THYROID",0.391621072306928,0.245607544842214,0.438814410980077,0.269796472968555,0.842649564248059,0.643285545302503,0.333141086932384,0.544051859953494,0.401668676835757,0.204180473510299,0.305826546138011,0.351870791273934,0.493386455321124,0.129363153942948,0.668575474697646,0.396646298025245,0.280107760269287,0.308530568829816,0.135087935881262,0.386638029386182,0.0746913849794748,0.00384446640418991,0.00037965439654473,0.0761873715359235,0.113665968566807,0.0191651234978954,0.125210202991442,0.828262860339572,0.00103298183323253,0.0331453376252613,0.577646176951957,0.0246419272665006,0.988531017741842,0.00783673920834275,0.0346251543484512,0.816267600290255,0.990758063718638,0.00556562952438704,0.0890811102041686,0.0560497952853866
"12","8MGBA_CENTRAL_NERVOUS_SYSTEM",0.344485172514323,0.206158847761209,0.379992549077276,0.291009132876439,0.815852862571648,0.628856564931926,0.498676288809523,0.555956913797623,0.293015635659126,0.2357152842083,0.199094436843922,0.630543482162779,0.408492092392274,0.124270396103656,0.548535377132208,0.608137334859322,0.206551743785416,0.429571264909114,0.139303085405984,0.338998085387882,0.682031281854296,0.00444397777272196,0.00202793177521528,0.137943626776933,0.894354566145116,0.0779714621916665,0.0630254623930653,0.185591490703366,0.0058889393009116,0.0258135909570882,0.032430068787697,0.229719843066261,0.0370743104021763,0.00149061757262134,0.0153542917585682,0.416335395221653,0.324391165492856,0.513860595086027,0.278967997970452,0.0787838845914019
"13","A2058_SKIN",0.284979865817374,0.429150866975265,0.342855674853716,0.206072114317351,0.567003436548691,0.679790960449746,0.287540801930603,0.657761309283446,0.369311758124812,0.290930793651671,0.558454693073864,0.394175021063427,0.472792545785584,0.127237264661737,0.483887997695072,0.680360115872219,0.439153632360316,0.517890936495932,0.0473631486614982,0.38567587184963,0.0449895851510127,0.0382904936805529,0.00536222587430089,0.0520950066272623,0.96290916979346,0.226242876802097,0.0231006645171093,0.507674316501231,0.00044634391613964,0.0362658589130806,0.808401223723504,0.0193532922154151,0.880210842719483,0.00589342503332323,0.00680796924946148,0.77084264574899,0.371850285905382,0.619170032957433,0.0798004478415544,0.0488538139026388
"14","A2780_OVARY",0.595659525069386,0.472907540271894,0.133706534472114,0.22400945038533,0.886135723557537,0.778674826620083,0.254764544641772,0.679442556180617,0.522061614866155,0.239516547218066,0.3256191584304,0.236167012386069,0.623347399236014,0.35575622524035,0.124514514578036,0.670890143157554,0.270678736706644,0.479930495287485,0.0673626936245965,0.289618182461252,0.714066492074583,0.0157673177547538,0.00088138376250222,0.0382774633589493,0.0493143645178258,0.00279495174839775,0.152235864417207,0.76035688668029,0.00304101392411623,0.00178143153998783,0.725855175201589,0.0259021559927091,0.218981661788417,0.0173904559169894,0.0116210479748286,0.922332095997018,0.934826566541686,0.267020622051308,0.131928735510004,0.0401868122311904
"15","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.611387834857839,0.263933447507358,0.25604163368165,0.330966609680159,0.612004431277252,0.717444626206898,0.291750577133869,0.5814269498027,0.445210358283079,0.21000997531313,0.174907302041912,0.72067397334711,0.546883153047017,0.145957995018406,0.173256696874017,0.476686627900636,0.273142314258183,0.461993832007004,0.215289536076416,0.211976388641533,0.408779904743891,0.0279154521702856,0.00111331456871346,0.116266260319151,0.324160271866667,0.092372230460775,0.23347816055425,0.807021607205172,0.00090638532707731,0.00025829434745552,0.867852367795796,0.00190740983132128,0.02473235262907,0.0290186549701714,0.00660574972833226,0.734980106968126,0.683278261441261,0.640256597916904,0.0821514748639344,0.0207518209508521
"16","A549_LUNG",0.369435567786967,0.317523865526078,0.631906539078608,0.33354146822361,0.627118084026982,0.630337439514385,0.412696366279911,0.534525800550294,0.378060959969438,0.0847875697196286,0.541825638337318,0.482983073944066,0.37696790546571,0.204031480657597,0.55791307022842,0.468658392832999,0.3814352149303,0.326106161276282,0.391150663122046,0.432626280046687,0.13554778348582,0.00114172704927932,0.00077521320567178,0.110862204924119,0.201110336161774,0.00088370629528205,0.0732335523556658,0.784159808028658,0.0353606645382973,0.00481737013930009,0.829779152529225,0.0537102285316777,0.0215256036247779,0.00551115080784509,0.0033979799204854,0.527027183079552,0.574958776040516,0.448156948110713,0.0798662416672817,0.0190124564100538
"17","A673_BONE",0.383289062143475,0.313139237490729,0.430475691324346,0.303290565445894,0.644951030183479,0.831540047676103,0.453374371625273,0.643771808357298,0.373751957868311,0.466466066051329,0.268422920049609,0.396512023222208,0.528536646317518,0.118234436506427,0.805800906154213,0.675082573584797,0.34352772595045,0.0931352142916504,0.0949740097192113,0.23889426376951,0.124129313463298,0.0449526353065656,0.00534558489735047,0.00551936411305947,0.032173428140331,0.0338621015959718,0.0449443553810299,0.861571415796874,0.0319052072761642,0.0471399500510231,0.721592952478932,0.0909969291559759,0.818100713882784,0.0351092830016691,0.00218654499169965,0.924662272100141,0.984409285280598,0.0567283443386331,0.152399008711704,0.0242621746111843
"18","ABC1_LUNG",0.22974541205773,0.47894648011605,0.608494921663034,0.534064989382467,0.595584981271591,0.566420701378335,0.350533773184679,0.66024983937496,0.348459410047207,0.0965108521488566,0.46815537456368,0.367118952579311,0.4292602191996,0.323227485136054,0.504842802029541,0.755689176736296,0.368691410941168,0.138711726586463,0.626682340758288,0.218838568807879,0.921035222755493,0.0177900819279072,0.0105436398584942,0.0416193120021518,0.538843630128312,0.192641508330055,0.137094050288594,0.935745140943142,0.00056051616738507,0.0230228177174131,0.987337743733615,0.0426818681144659,0.0405643812605484,0.00143895397710888,0.0069912463905935,0.888630951377652,0.94749020177854,0.00764686242000969,0.740432967409018,0.0041213437221732
"19","ACCMESO1_PLEURA",0.352908453113208,0.665109279224586,0.491303632832187,0.296541511560478,0.615385817120087,0.677699090129904,0.391212830973842,0.642788712269464,0.288788713946571,0.0981174771529389,0.268366022682231,0.332966286551292,0.418062903859198,0.228452987204307,0.49509951794081,0.890925656853629,0.256111960879925,0.216705113848309,0.233950895594745,0.461142325760751,0.3510441224742,0.0688647785643964,0.00486921477463965,0.261262653600159,0.00737407102593359,0.0795278483207957,0.0809562802750643,0.678260043397196,0.00937987161852207,0.00596484282569505,0.97935173979144,0.0183326137177243,0.00839954726651364,0.0100414976583644,0.00053004496527103,0.653274563974781,0.968074803619809,0.0801200288441769,0.0826664779310524,0.0135375116875041
"20","AGS_STOMACH",0.53719477676647,0.407971933198479,0.148634150513471,0.283540451133849,0.404002887270502,0.608229928230386,0.256753137203415,0.513823290113072,0.590470161268317,0.0699427901191007,0.653339364028078,0.407231600560002,0.53880632608618,0.333965920523108,0.185959942024467,0.692038398556323,0.455709276442929,0.44830975968962,0.181032661821825,0.264227114250417,0.139391976813278,0.00870647177845251,0.00633470955824638,0.0576745441581599,0.0939965634522828,0.00071035356353241,0.0627599258675257,0.473788863719391,1.83212546573797e-06,0.0147666766446934,0.999814171989025,0.0138639333629854,0.246141900532261,0.00097508297445872,0.0106478358748588,0.888480755817491,0.974664497972808,0.00089243873337265,0.0637002857371802,0.0230661683203139
"21","AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.493714974498965,0.133774339201936,0.471616510381442,0.389058059905702,0.521419844717272,0.773305438217599,0.373550192886638,0.700859500637323,0.41695571260949,0.564342843200968,0.205356343736815,0.626848988779546,0.544455249723323,0.0661821691610483,0.126070454688169,0.525532588585586,0.261794621493313,0.3498994579953,0.183982997236526,0.0621142488519996,0.00516974842308426,0.00780582363866719,0.00731830701312877,0.0690407289500072,0.23570338974151,0.00920058173732983,0.0794561771920779,0.645609683706095,0.0031599846945732,0.83955897250222,0.524997875391371,0.0133772211484311,0.213193891022042,0.0250484050205291,0.0122356015484919,0.235045314953749,0.266255309065556,0.032366855365087,0.0455113657693445,0.013497734447169
"22","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.645995924511053,0.325615130853293,0.197351846068382,0.265192741457846,0.698217051016234,0.62232483614714,0.405595001733901,0.557933732566257,0.504001746391246,0.52317778606798,0.0811158276968713,0.607165858736729,0.592927921173825,0.183118404323987,0.193530611663091,0.755733495280681,0.245789552051339,0.371100937797532,0.2355056947599,0.149079643419534,0.224485049066616,0.00277923806248601,0.00298952866932986,0.00403749803455772,0.238589397042404,0.0150772954662148,0.313865538070212,0.757852385744919,0.00820958129544318,0.315242915731536,0.322027449270014,0.0472799195753467,0.305125176287482,0.160271409747008,0.0546932385919893,0.744919136557776,0.41091434140494,0.0491176710337189,0.0680231302855036,0.00383420532835396
"23","ASPC1_PANCREAS",0.161186983327305,0.21185339421815,0.370052670260269,0.296481370600681,0.475555046785423,0.662510973891652,0.550230248392524,0.595219177567099,0.362475291292602,0.0646736545120365,0.527465765685134,0.200302947331227,0.518335511049231,0.455115510195303,0.314202727024666,0.642984175336626,0.309706262605531,0.237397337676556,0.512330894218864,0.271637354874311,0.143448584904095,0.0183212831562807,2.53883969209583e-05,0.0185836180263334,0.297917757862535,0.00294110619594499,0.0278203057914441,0.31125391605565,0.0121140240434281,0.00948967059958707,0.964123083643395,0.106271748411935,0.0731755027045537,0.0110660287485667,0.0013521896216673,0.778409003927072,0.956417055467152,0.0166749639231424,0.056940966939492,0.0746788351890354
"24","AU565_BREAST",0.571652006195829,0.30116499969951,0.290942103624521,0.427325398853961,0.648705560207761,0.607704787928515,0.246066096628023,0.482906171543728,0.198585204791661,0.204686928434688,0.418272046131618,0.518871211486659,0.638394059476634,0.103331462073889,0.164427484979277,0.46958752419126,0.242843080561127,0.314512429147201,0.233799037125761,0.32207675788592,0.0587112275449292,0.00855620597467919,0.00251117157825109,0.0835613999984303,0.381211148708103,0.0132596260851111,0.00942313766948182,0.935245401201746,0.00055971610857182,0.0023684358883596,0.61193044373399,0.0174457708064662,0.0128581071776429,0.0503960755025161,0.0146621816403849,0.73345570212782,0.650822241848547,0.150552736288612,0.00165740981116733,0.0404881096729343
"25","BC3C_URINARY_TRACT",0.312546177371645,0.330608655034063,0.743462604533981,0.325944544728512,0.647703227745558,0.67747799921545,0.515489078527568,0.539567165244611,0.28803361803149,0.215806128156423,0.38683657030341,0.429843268396273,0.322833458284245,0.137301225002314,0.609290917327469,0.84819201978823,0.129500569934469,0.415426509467721,0.290676091943841,0.279764362173124,0.0145754293961526,0.0110747009617906,0.00819573737682904,0.0320790583712976,0.0826439606426059,0.0123072150880195,0.0347123897388227,0.140934830762961,0.00205481270139126,0.0221819364617685,0.878562933430592,0.00318260343294974,0.00238965515185456,0.00358424377641468,0.00174344406000144,0.569113317084663,0.966731335221297,0.0434684579002603,0.0570818249658286,0.100506470397921
"26","BFTC905_URINARY_TRACT",0.33317819873647,0.255781004671443,0.692569065592119,0.31264189507702,0.611204362593284,0.60229010156619,0.504228982302631,0.596256224049996,0.375361693999509,0.0537913533577996,0.535495646392451,0.257565905473957,0.581825425725608,0.213262678185505,0.6885482978377,0.687025901938642,0.369645866235861,0.258248371955706,0.623197269670889,0.258496110836542,0.544902060345833,0.00386537075221872,0.00197000423544583,0.0218782586018652,0.591226918635164,0.128749725110662,0.147808636783648,0.307936229781928,0.00123475395527459,0.130058086259951,0.815212469436222,0.0598499267696296,0.380153054375786,0.025001460513307,0.00437978206343002,0.793413569329016,0.985310870860029,0.0130839674517483,0.0379605833682757,0.012476592230808
